"id","viewCount","likeCount","dislikeCount","favoriteCount","commentCount"
"xRJI8DgGKe0","131125","6204","420","0","2088"
"kOMkl3ApTK0","482139","23963","1995","0","8614"
"nS0o42fe770","74771","5628","46","0","1286"
"zkVcqZZG-aU","169432","8330","147","0","3428"
"CVizCSM1uKQ","78227","5341","520","0","1672"
"xEQYZ4xf0yk","95738","7285","115","0","1604"
"NU2TapgWl-A","171726","10758","574","0","2404"
"8ieRY_gVy4E","109357","9240","85","0","1674"
"hueHtOM5dTY","633925","24038","2391","0","10983"
"1U2PU2P8z5c","59335","2860","350","0","947"
"iRVm1Y-Owy4","126796","5922","760","0","2833"
"TWj7CjZwR9o","199261","13833","193","0","1792"
"PCtY1o48yuA","392931","9249","719","0","5415"
"PcRk1fOMVFI","89247","7986","99","0","1600"
"-Kv_VmSizrA","293624","14362","1511","0","4552"
"KEkDJ_JL1kk","316069","13634","1974","0","8011"
"1rz3NBzmQKw","141176","8181","896","0","1841"
"NFuwWd8Teoo","71590","4044","739","0","2406"
"UxpVwBzFAkw","1530381","56129","11936","0","32668"
"9b5Hlf4pV3Y","220409","10402","1316","0","3743"
"SEr04Ft9bQk","138960","9236","451","0","2178"
"4ekkXrfmPM8","170887","5832","1106","0","2984"
"VQFHguaRkJY","96757","6941","80","0","1304"
"wJLyhbo2Qag","148773","6276","822","0","3273"
"eHJ5MT85-F0","61745","2772","663","0","1233"
"Inb0RNoO9g0","147096","5815","303","0","1637"
"CROmsSyVVF4","95532","5336","965","0","2359"
"zKY5bFe_b-o","1573385","39114","10191","0","16884"
"ji3KVWbiLlY","266575","9471","2450","0","5978"
"OlYCMBlzg9A","46358","2386","663","0","729"
"dsn6hah_zJI","266524","14280","7504","0","14192"
"bNs2pgFhaPw","330317","17094","7850","0","16886"
"WKcxOqvty3c","225720","10399","3575","0","6629"
"6_5cGWHkQe0","67001","6156","67","0","1031"
"iNQQM3OEJE4","199107","3312","117","0","333"
"2ckNCLwPVZ0","40142","3782","60","0","963"
"3CKUSIMAeJQ","329552","1416","141","0","263"
"hE0atYJi8uM","226345","9405","278","0","2976"
"nvSdPCdJzIk","31181","1735","25","0","527"
"95dXYRBjnck","86787","3891","155","0","838"
"I_0MPnE3iYw","25917","1065","15","0","108"
"wSpt9lg70FE","32742","1255","29","0","224"
"IpvMb4AZ4XI","23377","1407","18","0","225"
"F_QC6utrJ2k","47761","1953","39","0","382"
"WGUxPVq5tDU","26913","1367","27","0","381"
"ZAOXyKWqJaM","32156","1970","50","0","451"
"rlCeQ1FzWwU","49006","1958","47","0","812"
"CGKcfW5b6aM","14693","822","16","0","195"
"rLVCPhUZLOU","25997","1033","26","0","133"
"gxqIAF7-G-0","16675","963","10","0","201"
"R-NQztFBgAk","42589","2280","91","0","1150"
"W0K8JkXWdyU","87730","2985","100","0","800"
"QSmEJt2xMaI","40158","1879","53","0","229"
"mBBqph3h-Rg","48848","2145","55","0","367"
"nVUgh-TlnYA","74601","2626","149","0","482"
"rnq5egNlvL0","20864","1067","18","0","186"
"P73GAltxf6o","68558","2956","127","0","444"
"qmg5jujEYv4","18330","1036","18","0","199"
"yd63TdI9j_g","44087","2518","58","0","959"
"nIXFd0p-bhU","142076","5527","270","0","1386"
"VrfE9zOgU0k","10357","487","8","0","50"
"IpMRIWXLyfQ","93794","2655","95","0","917"
"qYwNP3f5dCg","60637","1922","60","0","615"
"vxCm7JkpFt0","60969","2979","100","0","661"
"qZSjkxy8-7Q","43752","2107","32","0","387"
"-IvZWM5Nlm8","16412","901","26","0","282"
"lSKOOgSj1DU","69158","2549","102","0","679"
"oEfxcEV4sWE","26619","1156","21","0","451"
"kziqhrApS2M","39124","1392","45","0","268"
"G-YnB9QjZAQ","40369","1681","32","0","349"
"xNr1LWgIyiE","24027","1078","42","0","342"
"vegZg_EXj3M","77467","3051","184","0","711"
"zlTDZ3IK6qk","15007","647","21","0","69"
"z8eo_pL2b_8","12265","781","10","0","181"
"ixCoVpz1DOQ","4548","308","3","0","21"
"o0n9Uel-KlY","14907","874","29","0","382"
"d3veKt3agKE","99939","3252","206","0","854"
"FbkWUQwHoIo","23688","1059","23","0","92"
"pLnECuYunQ0","14355","736","9","0","132"
"TrPRT1hGO9w","41827","1554","35","0","389"
"jsmrjWfGWZw","39157","1373","40","0","430"
"fB-GSmuA3yk","14499","672","17","0","84"
"Tx4D95OJUA4","128427","5414","288","0","2881"
"lpr7K_Wrv4E","26959","1402","26","0","308"
"mgrY5GUeO3o","32935","1381","41","0","290"
"Rk3MW0XDXvI","6510","366","6","0","65"
"vkb7cS9PyLg","51519","2362","125","0","631"
"qQDIcEMVqnQ","24916","1428","38","0","716"
"o8GukJR_uJw","16543","749","19","0","186"
"Zfrxl5Xtugs","12934","686","16","0","168"
"ZyU87XK2hDo","18740","676","28","0","102"
"DUW2LJ__bh8","8658","651","8","0","94"
"h_kIajrJUMc","136853","5999","289","0","2306"
"ilR2ObVDHto","29433","1495","28","0","324"
"nACWoK8QBzw","26780","933","26","0","143"
"8Z2ha5tevj4","64273","2591","112","0","929"
"8lu4VkyJIf0","19797","1027","27","0","255"
"b0DLFUM52H0","20149","930","55","0","225"
"D36whrJCpA8","12905","519","13","0","58"
"zVSiELzzBcU","10759","449","13","0","95"
"uGyKO57bSnY","7365","472","12","0","83"
"_4OJmOfgDmU","17262","588","7","0","72"
"AvnGMlRPBNc","34083","1675","27","0","268"
"Y3GfcSAD0go","9473","472","16","0","63"
"VG5h7_x6fMY","21072","699","13","0","94"
"xNE3ymRlwdc","16616","761","23","0","97"
"v_yHwBoXxtw","31763","1041","86","0","538"
"ilKmCkj0uao","52073","2038","129","0","668"
"CPrZBw0XG74","33523","1139","31","0","169"
"6PD37s9TPmg","6169","415","9","0","135"
"XZmkdbLQgXM","43313","2361","67","0","578"
"BnpeSCvW-SQ","8986","594","12","0","305"
"wo7Q_gTq7qk","111134","3264","216","0","1250"
"SN0T2_nxeSU","16508","901","39","0","229"
"TlX1E0M6I_0","12997","693","19","0","145"
"C2vY_MZ_7Zc","13726","531","21","0","74"
"5sHjP4HybhI","20982","991","29","0","239"
"adLe7Ti4RwU","81381","3946","315","0","1429"
"l_smNg5dIqA","29469","669","38","0","190"
"0wX9Ro6TykI","3977","202","4","0","15"
"Aktp6L4YLlk","14258","856","26","0","324"
"A9U9tM5xnK8","28821","1250","140","0","455"
"H8ht8mKmmFw","22594","979","37","0","500"
"iIT53DwqHCo","1607","100","1","0","14"
"5j2FbyujS70","3689","383","8","0","66"
"4-GM-N2nshQ","27491","1376","48","0","219"
"q0d_J5w8-bQ","19794","778","24","0","101"
"tvA8ueNTBmY","10925","428","12","0","58"
"E-iykiq8eLI","29033","1403","109","0","637"
"tHIje5CscaU","10771","590","18","0","110"
"pb8mLl757ZM","9517","647","20","0","276"
"_AkU7pBMyf4","2406","111","3","0","27"
"yz9V1tV41H8","16798","1229","59","0","519"
"e-xNkb4r7Qk","24797","782","55","0","403"
"i5wfnGktm0o","34962","1838","51","0","246"
"8NKHdLqaRQY","185305","5341","399","0","1558"
"D7W5zTzhf0o","13314","700","41","0","223"
"iuz9UJXPSdY","22241","855","21","0","192"
"G9GaKLqc8h4","13053","692","12","0","142"
"GxDfdXWulpg","11994","609","29","0","197"
"WGepnSo6eE0","13444","712","25","0","235"
"WV2og9rTuBg","7363","241","15","0","46"
"CoKM576uvw0","15511","797","40","0","364"
"DCqZmfxFaYM","1940","126","4","0","17"
"SocBF7EL8iQ","8395","474","32","0","170"
"s08oJ3XhdeE","23675","1072","38","0","210"
"Ltd-ep-A6og","8416","482","12","0","77"
"xtkgY6AtIZI","4386","233","17","0","89"
"1pVnPagnQbc","15965","680","56","0","184"
"kVVzNPqSdFE","33864","2204","236","0","722"
"cGx77BHYo8Q","28753","1563","67","0","304"
"kAXZsOWIwfY","7127","331","9","0","77"
"uMnmJlFxxZQ","30624","1038","44","0","382"
"X-NxtOVtmo4","26618","1035","104","0","306"
"iunQI2PveZQ","12481","596","19","0","79"
"KjRkDCr-lcw","15459","907","21","0","157"
"nMo1kr87W90","1007","40","2","0","22"
"Zn9ejR2VW94","57449","2160","133","0","572"
"Rne_xYORmiE","360542","10273","2625","0","8608"
"JInARhZGHEQ","1760","68","4","0","24"
"9Vd8Xa1W-wY","4949","264","13","0","31"
"VFall4hIKUc","13858","723","77","0","380"
"kDqotI5uWf0","4643","171","14","0","68"
"8lAdgC6OZRM","444963","13808","2337","0","10921"
"h3N_ZzlLQNM","13216","693","33","0","284"
"B5fqGKquSU8","2598","247","10","0","141"
"gcqmLbm9iIs","4665","355","21","0","172"
"qyZC1FaUFok","37809","1289","125","0","834"
"0PBnMqx78xs","4290","204","14","0","58"
"8FhG8NO1Zsk","13719","647","25","0","116"
"nEsh6zGsMW8","10921","541","68","0","294"
"FQOs_aq6ilo","5188","198","9","0","128"
"AGDwnnPzU7c","864","68","2","0","37"
"_aebrHOh74E","5422","255","9","0","25"
"TGcOc5tzabc","19053","736","109","0","228"
"C_73B4qzkeo","15466","751","42","0","391"
"XahgbNIMklA","14516","970","23","0","95"
"-1vsJzsYmAc","34223","1248","211","0","902"
"Iu5XUFrXMT8","4552","296","20","0","57"
"l04QE29gKiA","28381","2203","246","0","982"
"MdzLfiLCkrc","568464","17995","4356","0","15380"
"1g7pf9mMOaw","12720","688","79","0","246"
"vFXddb76_3Y","7743","384","32","0","71"
"fCxHc0ZHu-A","2849","336","17","0","69"
"yUVy7L3qk7Y","8261","236","16","0","105"
"MK3ZTpNcFkA","5574","282","40","0","81"
"AvW5o8T3vgw","11921","614","97","0","454"
"a6YBoUlYmYE","111671","4216","545","0","779"
"ofrepRDn910","21183","594","49","0","154"
"oxFI7Uoqmbs","1017","43","4","0","14"
"4D_3GGQWcLU","2139","83","4","0","55"
"89_UgGRjDwI","15525","452","39","0","110"
"s28kwHA44ZM","1487","89","3","0","7"
"WzKD8U3Nm1o","2934","186","12","0","52"
"KLjyVVl_7t8","8504","442","7","0","63"
"I3x0aHkbpa8","7516","304","61","0","123"
"C7IFwr7s0mo","13213","658","33","0","329"
"uaD2Av_47_U","29331","1318","214","0","662"
"NEQNRTj4B5k","1915","50","1","0","38"
"YChQ3KQ_1f4","11252","526","164","0","477"
"jSdgSir6pS8","5607","225","20","0","109"
"BcnvVWhcU7k","1396","46","3","0","37"
"KTgHKjuKxCk","2452","135","8","0","20"
"tD8S8QmYZcI","18524","962","259","0","564"
"o23QZfAORSU","5913","256","36","0","117"
"8xChrmT7xfc","1623","41","3","0","20"
"NdnK63DJgAs","19512","749","201","0","294"
"WivImHGJcOY","15342","672","198","0","416"
"Uzj8dGn7Nh0","1691","40","3","0","23"
"IyT1_zG5YAM","1591","63","4","0","60"
"u8jbJIDEmQQ","2459","96","5","0","75"
"umkOoMPlFVg","1714","64","3","0","28"
"SlQawoIH4Ak","2261","63","5","0","27"
"5sMC9F-YsYs","4515","289","52","0","194"
"YPVuS_wQCtg","31682","968","129","0","444"
"CF1_sA_idt4","43287","1497","725","0","1302"
"wXJoyQibCaY","1327","48","3","0","21"
"i9Bu-egMtz4","928","29","1","0","18"
"mMa27ixp1r0","15707","1036","188","0","646"
"sLgLeRr75qo","3193","145","12","0","25"
"crIdpON2jb8","12612","786","178","0","299"
"5X4__xqFvs8","2801","85","9","0","26"
"1BXkp07dkzU","1033","54","7","0","19"
"Hhjxx9nQvD0","5106","322","83","0","83"
"KcdgoiYeLhw","4036","245","65","0","224"
"jdONC80OnXM","1655","53","3","0","23"
"hdt5N7seBZI","1446","80","7","0","39"
"TEl9REhTyC8","1150","29","2","0","26"
"3Q0K8Zai2xE","4664","163","17","0","26"
"uB4cy2JYrAA","1057","40","1","0","15"
"pMZUfS93_6w","2053","181","6","0","74"
"D-VdYYW-q_c","17398","771","95","0","315"
"oQQhyD6e9sM","12740","832","195","0","315"
"hUyCP1hhL0w","1355","41","2","0","19"
"2VG3y487ZXk","1162","28","0","0","10"
"PZ0lbK67zVE","5394","161","16","0","63"
"sFypOFktOxU","5364","197","23","0","126"
"wIo0ZspbPnE","2187","68","1","0","10"
"KB2kwvcoTk8","1323","42","4","0","24"
"CoD0zXtJ36E","10166","657","188","0","306"
"iRipO-KjwAg","2122","63","13","0","42"
"nLojPSXkjcU","2070","77","14","0","74"
"0IKZRGHFQ8s","1679","47","2","0","38"
"fedtG9ygC5c","1602","47","3","0","38"
"i21qprcee9Y","1413","48","2","0","42"
"VL99OFL6-Tc","3494","141","29","0","79"
"6E6PnjO-j4A","1391","47","4","0","21"
"n1z9SCBstmc","12998","509","252","0","354"
"78HJQmfmHic","11445","404","138","0","262"
"SqBHcEdb2mQ","19644","812","254","0","270"
"q7Gm9V3MVdU","3744","230","54","0","151"
"HQcgwuHlcPQ","1881","100","15","0","54"
"YHJAICxWfm4","4214","179","17","0","127"
"W81niC8OEUE","1269","37","3","0","35"
"DUesJJfAEjw","5129","180","29","0","52"
"xcl6KMKN24Y","2351","122","19","0","47"
"0F0EPRFzVfI","3113","203","8","0","47"
"nNr8gMoE550","1733","49","4","0","11"
"RwY-DZkz1I8","1836","51","8","0","21"
"79bKHfS45Ns","3751","163","84","0","95"
"ul9Dc-V3TsA","1850","76","15","0","43"
"Djbtq_eprgQ","34689","1511","1131","0","1695"
"VUexi3m091c","1746","46","8","0","33"
"6c7d9A6kzeY","58980","2286","1135","0","867"
"bTH3IBX9qp8","1395","33","4","0","21"
"PRWXlVxnync","4508","167","31","0","98"
"pJVUfCcYJ9s","1119","32","6","0","23"
"4tVJ3aN97ag","975","38","3","0","16"
"a1jPyJ3eU-4","2926","132","18","0","31"
"ZfPEoZEjNIE","13772","817","18","0","201"
"d43Pz4txoCU","931","19","3","0","14"
"w4gg1zVXzgg","19507","903","408","0","530"
"MbPpxuuJmX4","2525","68","14","0","48"
"BrJxhXS0X2U","1545","42","8","0","28"
"vY0Cn2bOvEA","10981","648","655","0","729"
"qmvb7ItiRrU","1203","24","4","0","12"
"wWn76Celhzk","1889","46","8","0","38"
"30q0aCidONE","1942","44","7","0","13"
"9QQdXm2qabE","934","32","3","0","12"
"JJ1RybbRQmM","1565","44","9","0","24"
"Ig28fdNtGTw","1341","47","8","0","25"
"N9UiJ-iphoM","27705","1436","578","0","909"
"LaHHdd4h-Ik","1515","54","6","0","14"
"KIW34ccian4","1184","36","10","0","50"
"yHMDN78izmA","3578","124","31","0","84"
"nMytRuyOa6M","1523","33","6","0","24"
"E84a9bnl7L0","1572","50","10","0","31"
"TowsLjcyFks","1042","36","5","0","14"
"nkIRBMcBJuc","10591","338","324","0","419"
"3QZ_iP9qcgk","8917","387","259","0","250"
"UeEEQOCfcHg","2690","159","8","0","23"
"GyD4P_iR7MA","3073","168","10","0","51"
"DHrqoleMpZo","1868","40","10","0","23"
"-rgD81APFzU","1070","20","4","0","23"
"lLaCd7JYTtA","2369","121","8","0","18"
"B4cvsmHUKDo","669","44","1","0","6"
"vpBCslYqjnY","386","8","2","0","3"
"T-9ea20RuTg","1569","96","19","0","37"
"9QQ8t7gC8lw","29667","1196","3730","0","1952"
"2li-JC-Bu9E","3440","99","42","0","161"
"hMSdMdAeOzQ","2276","60","29","0","66"
"KmTCj03dfKA","1278","47","4","0","33"
"UaHQcPXrp6w","1166","28","4","0","10"
"gOn8MLB5tVk","1838","56","35","0","26"
"eSBqbFocu3M","1871","90","9","0","22"
"EyY9JN58GYc","3784","184","33","0","44"
"Zg8cqmrJ2TU","1083","35","1","0","10"
"1jDLGslEQxs","2775","100","13","0","18"
"a01Ck_itQWY","1134","49","5","0","20"
"3g8EvQOKD5A","270974","18705","180","0","4172"
"kSVcgT-2ZuI","442596","26843","558","0","5004"
"GVNJPvfcgxY","138899","9752","120","0","2348"
"_r5xHFdbpZA","97256","5417","79","0","2195"
"ok061tgm0dg","219620","13567","194","0","3601"
"WB5ooz2XwGo","141062","10865","145","0","1813"
"Vc0SYbpuznc","172246","10778","177","0","1521"
"CbxDAUAS8QE","135611","15376","83","0","3227"
"RBj_TU4s_8M","240762","16801","208","0","3536"
"R2TLWwXUIto","95315","8239","219","0","1569"
"v_JRcmUp810","192179","15207","127","0","4291"
"aVj7KIZQtVA","181131","12737","163","0","2019"
"WcP0WmGB78A","539273","23517","275","0","5729"
"jf7uKH3k2lo","133401","10704","86","0","1607"
"ifumdGiZnko","123379","7730","197","0","1641"
"_q0OcWhIDF0","457475","26487","900","0","6385"
"FbQtDNSMoxM","208744","12595","493","0","3714"
"qwZ651i5vls","315423","14974","331","0","6226"
"TcP5lVpRwpI","67782","6092","160","0","1128"
"uFSfGHFH1J8","332444","24465","650","0","5183"
"eNlqIoX8fiE","105634","6795","84","0","1111"
"AEWwZmMKyNw","60654","3385","55","0","1352"
"FsNPtxTT_wk","100749","7549","114","0","1119"
"xeQowy5b1sE","140507","10203","163","0","2193"
"k_zMZgRkva8","48145","3813","86","0","1204"
"hO28b5lfhYY","235705","16390","283","0","2864"
"EsHCnohmAXQ","399288","24194","368","0","4692"
"EOSiUXuylUs","149354","6848","65","0","625"
"vCrw7p-Fkkc","71289","6107","64","0","1358"
"LUMS7uaG5X8","171754","10683","98","0","2156"
"ER4EY4gFL2Q","85329","6404","122","0","1732"
"uobVrEMqAZ4","132819","8145","106","0","2391"
"-CsHGi0GxHY","174197","12937","296","0","3290"
"0xcB6fNZBeM","299655","14660","260","0","3917"
"JIdQMb8BUaU","79434","6881","266","0","2684"
"LGraUCmFbhA","107375","9789","128","0","2576"
"EntfBrU8ntY","61579","4738","57","0","1271"
"-X5MXLyZdkE","51090","7694","48","0","1777"
"sKErDz3fML8","18466","1975","20","0","265"
"mTIbLES-O5Y","264727","11912","198","0","1158"
"3WpBAOKsr2E","38876","3556","53","0","1115"
"V-lJqDAG_b4","241364","10651","213","0","1536"
"NbjrAvT4qRo","176763","14820","395","0","5031"
"WNca9lsJrKk","23445","2495","28","0","310"
"2gCntTniJgo","206600","14023","199","0","3256"
"2AtYVespu7I","153986","10175","201","0","3570"
"FMYNHekojos","69025","5917","148","0","1351"
"F9H_YbYa9Bk","69054","5988","48","0","1466"
"q8c0aPztOMI","111272","7481","104","0","1907"
"IbDP5iWM1ME","204098","10886","162","0","2078"
"cDbQ0X3lUhI","154033","8509","267","0","1815"
"U-gp394wmkU","145706","8695","140","0","1911"
"Sj_pinYgu2s","94997","8471","122","0","831"
"YFJEzyqfS08","99850","7628","255","0","1945"
"vUhGB0IapOE","84606","8530","322","0","2258"
"EwoS_7j9B9Y","327709","20602","316","0","6135"
"NANZOkWk9d4","265942","16554","230","0","3784"
"tQZiJ-FX7Lw","97295","5759","105","0","1149"
"6BipDVJPgo4","41628","3695","21","0","1060"
"vRVKbddK5xs","120455","8473","126","0","2347"
"9dGslTcql4w","151214","10261","108","0","3123"
"K15-Kbbqebc","64529","5714","69","0","1436"
"A93c0p_ZQB4","98563","7236","134","0","2367"
"S98uDvjT0Uk","88774","3818","85","0","750"
"quiCANwrKlo","106232","7758","381","0","2734"
"m625vW2i_g8","68982","5177","59","0","996"
"LyPuw_zKWJg","27371","2789","103","0","908"
"z09wp8IthsQ","275535","14495","619","0","6923"
"eSeA-QlOiWw","95943","7799","81","0","1368"
"AdulLaqDM40","190712","13505","359","0","2624"
"8UK5puZk7BU","498969","20826","949","0","1824"
"AqLhRBQtwF0","503139","18545","1169","0","9654"
"X-J6IP44X6w","559715","27454","868","0","6535"
"do6c7Eul63I","87225","6103","42","0","1272"
"RD9H7ieXuPQ","36662","3407","37","0","1070"
"UIU_8R8RLN0","155391","7994","191","0","1852"
"M9UAY88yznI","44048","4865","139","0","1503"
"6F35P14HuPk","32003","3761","52","0","1073"
"AN-kh7M6fLA","101341","8725","126","0","2617"
"zHSiMzOGHck","237389","15324","184","0","1819"
"DY1hE_MznrI","101683","8681","173","0","2440"
"X9x9ZiXSToY","292527","16102","1081","0","5221"
"2RsHPQZVpRA","87772","4852","111","0","889"
"MmfpSAeZuM8","817132","34228","2069","0","6056"
"TnhgyvveKEQ","97751","7624","67","0","2284"
"A8rquwszymw","110243","7125","222","0","1589"
"WRDk12eEwlk","205314","11554","269","0","3575"
"paiFDbHXi8M","126351","8552","166","0","2132"
"YtyPmpdgNyQ","121135","10204","73","0","2338"
"1kkvhyMFJPo","105807","8291","164","0","1582"
"Vr3adUoLLaY","74384","4685","33","0","1246"
"OujHm1D14Mo","20210","1267","15","0","326"
"pWEmyWSirZ8","116914","7289","240","0","2040"
"PNCE1xeQuU4","88466","6337","70","0","1524"
"7KM-_A1J09Y","120279","8641","125","0","2215"
"06RfSRQLiWs","146556","11014","434","0","3328"
"E_sukIakgPM","108474","7866","127","0","1441"
"oUWQaB5d5WQ","16642","937","26","0","732"
"s0ClNSAEhV0","174707","15388","332","0","5837"
"qIuoFXpSYEQ","40589","3085","168","0","1191"
"Up1Rn6JzflE","302437","14768","434","0","3738"
"dTCXZFBi9is","136755","5734","54","0","1310"
"KccsxYl-ZO8","240554","10271","453","0","3184"
"Jd6A398aBbQ","43505","3136","25","0","395"
"1KJ_vL7ukSw","147104","6244","244","0","1461"
"1RJpW1stdAg","53406","3701","108","0","1394"
"6Ze1ddVzqco","107419","9009","189","0","2018"
"12-1eCU6YHs","92373","5826","183","0","1621"
"v1O9JcwL_44","200342","14477","248","0","2098"
"AEYVR3XyP4s","57618","2232","24","0","547"
"QQfgTWLvkhU","44494","3320","38","0","524"
"DVc2_eXfgkY","16599","1386","9","0","448"
"KMpVumNTiKA","214870","12339","717","0","5015"
"FTZ9fLEEiyM","146988","7967","375","0","2050"
"Y9qNlnXF88A","54558","5156","112","0","1510"
"lnKKQOMI5I4","106607","7431","514","0","2153"
"bR5g9uvaIBQ","183350","10777","237","0","4108"
"I4fcj9HV9vI","105029","3955","180","0","945"
"gFAo-v7FOwQ","118510","8245","253","0","2679"
"JR_d8ddE-gs","106507","8548","417","0","3575"
"Qm6FpS9FqME","68064","5101","48","0","867"
"b1YRwUtNHQo","42206","3497","51","0","769"
"izLyFU5QTJc","43005","3091","77","0","760"
"tqNcXjcP9HE","66708","5564","97","0","1323"
"IoPBVdk0lcE","83363","4037","197","0","1457"
"6cIYOghYiQ8","90192","5722","62","0","1490"
"BLJSrUFOWVk","41028","3466","18","0","967"
"rE4r88vc92c","94638","5048","146","0","1087"
"Hxmvu8cmTqU","82004","8396","237","0","1428"
"5I3zKPlQGHg","78694","3825","137","0","1142"
"dX1mD0mPa1A","44610","2450","69","0","575"
"XY_B1DMUz74","179873","10589","497","0","2981"
"x0hSdjDL4Lk","3376","305","9","0","77"
"JVXvu6P53UU","59050","3633","47","0","595"
"4XItQ776Y4Y","78643","8244","274","0","2221"
"Yqi37iL20bM","27895","1846","40","0","417"
"rOfLzvCVkmw","21009","920","54","0","855"
"3sc4KTQrex8","16803","814","12","0","151"
"GpEuZnEmhvQ","31931","6014","98","0","2199"
"yvLTVv3-zDk","8930","924","8","0","122"
"kVjYRts3Yyk","74169","4641","84","0","1176"
"cLxMEoWAg9g","133436","8569","428","0","1277"
"hLFxhb6xg5E","142345","6156","348","0","1160"
"3coBSJu-Tcw","73550","4458","418","0","2190"
"mj5u9XxrNDc","111363","7168","167","0","1954"
"Tn5V69iqlgA","143709","9035","439","0","1619"
"YVNRQG7-W2w","48224","2470","52","0","572"
"DXNYHT6yJ6g","49778","3164","51","0","498"
"eloBdLBulj0","463370","14890","205","0","2459"
"aRMZBd0mZGU","34926","3704","27","0","484"
"F802Dhebe-U","77129","4660","133","0","2618"
"ZcnYdBIcX2w","4623","243","10","0","98"
"r0FTpCqEX6s","95845","5422","271","0","2027"
"di2aTML-XsY","254437","8288","715","0","3035"
"BZWMg-jWpxY","15930","1180","21","0","229"
"yYmyDseyXJM","56436","4152","102","0","1261"
"t209dCunkr8","37715","2052","49","0","1078"
"jP3Prz0pxSE","36609","2576","129","0","685"
"za0RFH2MtRk","312667","14750","1052","0","6204"
"j5OWX-HN0z8","22393","1416","45","0","577"
"aeOHji8qKUw","25546","1774","45","0","321"
"qlb_FtPVgHc","90009","7530","77","0","1685"
"N9rHYi8jOtc","42091","2644","96","0","1791"
"V9eE6KZzue8","112947","7282","457","0","3200"
"QsVNyf0DNoI","28475","2295","22","0","437"
"8OADpP_RZN0","102340","4890","489","0","2413"
"y8nMl2xbVJM","28770","1812","118","0","856"
"c44zaHZ2a0Q","6715","269","22","0","99"
"LOfT-eIo3C4","47092","3574","47","0","679"
"VuppNREiORA","52669","2565","265","0","872"
"poR3OkPJnKk","7003","785","4","0","241"
"awYZpTaZTHs","14559","824","25","0","578"
"-E4DeiMiJPM","77394","4139","457","0","1845"
"h0eZBeQF3G0","513531","27046","2905","0","5097"
"6hMOuvEY_Dg","99142","5224","186","0","2235"
"cahF9lK7uQQ","21815","1688","28","0","423"
"f1bx9D039Rw","54313","2874","102","0","757"
"NFIupJgddoo","32285","2377","202","0","1113"
"74ngWZKUEDk","272764","10752","1415","0","3963"
"RSITRzkiK1A","12361","756","10","0","156"
"EkE8z_DHSow","48384","2825","167","0","1137"
"w4Wj_VoN1xA","68483","3382","343","0","1107"
"oX62w8YkbXE","9592","609","46","0","151"
"F4Ub3_N2xzg","154392","6453","945","0","2349"
"GttOMG3_RdQ","61836","3094","140","0","1815"
"-ACmZiur4J8","50586","4480","67","0","909"
"8JNyK01kpq8","3808","138","6","0","41"
"XBBDRnyeo1A","48543","4545","66","0","700"
"CUodg-3HMsE","87195","9743","167","0","1218"
"t4DQLU2ZtV8","1435","75","2","0","10"
"6nMI33upFJw","999","46","1","0","27"
"uuzv0dmvvSk","7421","474","18","0","309"
"lYLTkcCv2KE","22015","627","45","0","156"
"-6TJjva1nC0","20187","910","33","0","172"
"NSxikm9Uf3A","48583","1810","73","0","248"
"zE4A2dTWGZw","2520","201","3","0","89"
"dfzqx_4Q7M0","1590","83","2","0","4"
"owtvE8YwGg4","36878","1987","72","0","421"
"HekcKRNTV90","17151","567","24","0","140"
"--Mg2KtB6bk","11307","757","28","0","263"
"N4Sl4rqYHec","206385","9377","2255","0","5857"
"QG-dRoOSS5E","12250","401","11","0","82"
"1J7nulZnHw4","197010","7372","845","0","2231"
"LPerXBZvA0o","28178","2267","411","0","1938"
"StRBL5vCUDI","75337","2122","169","0","873"
"wLtfSJ-30xI","3728","94","3","0","17"
"0YgVTVjjAzc","14277","742","49","0","156"
"tLDlIyswjqI","1713","71","5","0","7"
"_hQWO4Hkh2Y","18265","846","47","0","245"
"PPgLM5ZKE10","90943","2512","241","0","922"
"m-Qv9GQRynE","12589","585","24","0","70"
"mrYVVqOWEpQ","9268","506","21","0","98"
"ROJamlyPvWE","17674","697","40","0","203"
"q7ijMIPJInE","16023","607","45","0","210"
"JpeDTrLLwZY","2412","90","8","0","60"
"tcxdlXJ-wB8","50578","1899","366","0","948"
"9X5XC0qYlr8","12985","592","71","0","179"
"KZ45VOr0Cs4","1295322","64910","39592","0","31468"
"TJEyPAOQRgQ","18215","765","65","0","311"
"iGfiKBdLpkA","70054","3637","1993","0","3001"
"Q2LTqLSBVxo","5597","184","5","0","51"
"91K--ewGRyw","26630","991","72","0","478"
"93puiLzPq_o","30312","1064","167","0","531"
"qKjPBB-yPKM","2153","99","17","0","30"
"YTltHrjWL1E","19218","2834","14","0","700"
"upNciJyj3HI","11401","60","16","0","8"
"AQ93QPHblo0","2476","81","8","0","26"
"iqRzaXRaG2I","17207","1161","9","0","227"
"F3VAOJYhRUg","18280","561","91","0","142"
"ogaDd85Y9oA","25946","757","140","0","338"
"HqDcLZ4pEA0","5610","483","5","0","118"
"5EwaUx5_vKs","65015","2311","909","0","2257"
"kyOfSFBW9dQ","17431","746","55","0","235"
"hPtziFCZBzc","1458","62","0","0","26"
"qxJUCUPwsbo","10178","1021","11","0","502"
"jVfYTtpoPpU","22329","1553","63","0","484"
